Date,Value,Category_Alcohol Accidents,Category_Escape Accidents,AccidentType_injured and killed,AccidentType_subtotal
2003-02,20.0,0,1,1,0
2003-01,21.0,0,1,1,0
2004-12,45.0,0,1,1,0
2004-11,46.0,0,1,1,0
2004-10,40.0,0,1,1,0
2004-09,63.0,0,1,1,0
2004-08,48.0,0,1,1,0
2004-07,83.0,0,1,1,0
2004-06,53.0,0,1,1,0
2004-05,41.0,0,1,1,0
2004-04,39.0,0,1,1,0
2004-03,20.0,0,1,1,0
2004-02,31.0,0,1,1,0
2004-01,33.0,0,1,1,0
2005-12,32.0,0,1,1,0
2005-11,27.0,0,1,1,0
2005-10,54.0,0,1,1,0
2005-09,81.0,0,1,1,0
2005-08,37.0,0,1,1,0
2005-07,65.0,0,1,1,0
2005-06,53.0,0,1,1,0
2005-05,52.0,0,1,1,0
2005-04,45.0,0,1,1,0
2005-03,33.0,0,1,1,0
2005-02,22.0,0,1,1,0
2005-01,24.0,0,1,1,0
2006-12,44.0,0,1,1,0
2006-11,38.0,0,1,1,0
2006-10,43.0,0,1,1,0
2006-09,66.0,0,1,1,0
2006-08,40.0,0,1,1,0
2006-07,78.0,0,1,1,0
2006-06,40.0,0,1,1,0
2006-05,33.0,0,1,1,0
2006-04,25.0,0,1,1,0
2006-03,34.0,0,1,1,0
2006-02,33.0,0,1,1,0
2006-01,31.0,0,1,1,0
2007-12,29.0,0,1,1,0
2007-11,46.0,0,1,1,0
2007-10,49.0,0,1,1,0
2007-09,41.0,0,1,1,0
2007-08,39.0,0,1,1,0
2007-07,59.0,0,1,1,0
2007-06,50.0,0,1,1,0
2007-05,48.0,0,1,1,0
2007-04,43.0,0,1,1,0
2007-03,20.0,0,1,1,0
2007-02,33.0,0,1,1,0
2007-01,19.0,0,1,1,0
2008-12,27.0,0,1,1,0
2008-11,27.0,0,1,1,0
2008-10,46.0,0,1,1,0
2008-09,48.0,0,1,1,0
2008-08,55.0,0,1,1,0
2008-07,48.0,0,1,1,0
2008-06,59.0,0,1,1,0
2008-05,57.0,0,1,1,0
2008-04,41.0,0,1,1,0
2008-03,25.0,0,1,1,0
2008-02,29.0,0,1,1,0
2008-01,27.0,0,1,1,0
2009-12,37.0,0,1,1,0
2009-11,34.0,0,1,1,0
2009-10,47.0,0,1,1,0
2009-09,37.0,0,1,1,0
2009-08,40.0,0,1,1,0
2009-07,61.0,0,1,1,0
2009-06,34.0,0,1,1,0
2009-05,49.0,0,1,1,0
2009-04,43.0,0,1,1,0
2009-03,20.0,0,1,1,0
2009-02,35.0,0,1,1,0
2009-01,22.0,0,1,1,0
2010-12,23.0,0,1,1,0
2010-11,33.0,0,1,1,0
2010-10,49.0,0,1,1,0
2010-09,42.0,0,1,1,0
2010-08,48.0,0,1,1,0
2010-07,65.0,0,1,1,0
2010-06,57.0,0,1,1,0
2010-05,31.0,0,1,1,0
2010-04,41.0,0,1,1,0
2010-03,29.0,0,1,1,0
2010-02,21.0,0,1,1,0
2010-01,17.0,0,1,1,0
2011-12,30.0,0,1,1,0
2011-11,33.0,0,1,1,0
2011-10,36.0,0,1,1,0
2011-09,52.0,0,1,1,0
2011-08,35.0,0,1,1,0
2011-07,56.0,0,1,1,0
2011-06,49.0,0,1,1,0
2011-05,68.0,0,1,1,0
2011-04,55.0,0,1,1,0
2011-03,32.0,0,1,1,0
2011-02,26.0,0,1,1,0
2011-01,26.0,0,1,1,0
2012-12,23.0,0,1,1,0
2012-11,49.0,0,1,1,0
2012-10,61.0,0,1,1,0
2012-09,61.0,0,1,1,0
2012-08,64.0,0,1,1,0
2012-07,64.0,0,1,1,0
2012-06,61.0,0,1,1,0
2012-05,64.0,0,1,1,0
2012-04,37.0,0,1,1,0
2012-03,44.0,0,1,1,0
2012-02,20.0,0,1,1,0
2012-01,32.0,0,1,1,0
2013-12,27.0,0,1,1,0
2013-11,53.0,0,1,1,0
2013-10,53.0,0,1,1,0
2013-09,53.0,0,1,1,0
2013-08,36.0,0,1,1,0
2013-07,68.0,0,1,1,0
2013-06,54.0,0,1,1,0
2013-05,43.0,0,1,1,0
2013-04,50.0,0,1,1,0
2013-03,33.0,0,1,1,0
2013-02,22.0,0,1,1,0
2013-01,29.0,0,1,1,0
2014-12,35.0,0,1,1,0
2014-11,42.0,0,1,1,0
2014-10,55.0,0,1,1,0
2014-09,60.0,0,1,1,0
2014-08,43.0,0,1,1,0
2014-07,62.0,0,1,1,0
2014-06,58.0,0,1,1,0
2014-05,50.0,0,1,1,0
2014-04,55.0,0,1,1,0
2014-03,46.0,0,1,1,0
2014-02,22.0,0,1,1,0
2014-01,29.0,0,1,1,0
2015-12,38.0,0,1,1,0
2015-11,43.0,0,1,1,0
2015-10,52.0,0,1,1,0
2015-09,49.0,0,1,1,0
2015-08,36.0,0,1,1,0
2015-07,65.0,0,1,1,0
2015-06,54.0,0,1,1,0
2015-05,41.0,0,1,1,0
2015-04,45.0,0,1,1,0
2015-03,49.0,0,1,1,0
2015-02,18.0,0,1,1,0
2015-01,19.0,0,1,1,0
2016-12,35.0,0,1,1,0
2016-11,32.0,0,1,1,0
2016-10,44.0,0,1,1,0
2016-09,70.0,0,1,1,0
2016-08,70.0,0,1,1,0
2016-07,61.0,0,1,1,0
2016-06,54.0,0,1,1,0
2016-05,44.0,0,1,1,0
2016-04,42.0,0,1,1,0
2016-03,41.0,0,1,1,0
2016-02,24.0,0,1,1,0
2016-01,31.0,0,1,1,0
2017-12,33.0,0,1,1,0
2017-11,48.0,0,1,1,0
2017-10,59.0,0,1,1,0
2017-09,59.0,0,1,1,0
2017-08,38.0,0,1,1,0
2017-07,65.0,0,1,1,0
2017-06,54.0,0,1,1,0
2017-05,60.0,0,1,1,0
2017-04,36.0,0,1,1,0
2017-03,36.0,0,1,1,0
2017-02,41.0,0,1,1,0
2017-01,22.0,0,1,1,0
2018-12,37.0,0,1,1,0
2018-11,37.0,0,1,1,0
2018-10,60.0,0,1,1,0
2018-09,59.0,0,1,1,0
2018-08,39.0,0,1,1,0
2018-07,72.0,0,1,1,0
2018-06,49.0,0,1,1,0
2018-05,43.0,0,1,1,0
2018-04,44.0,0,1,1,0
2018-03,35.0,0,1,1,0
2018-02,40.0,0,1,1,0
2018-01,40.0,0,1,1,0
2019-12,43.0,0,1,1,0
2019-11,41.0,0,1,1,0
2019-10,45.0,0,1,1,0
2019-09,55.0,0,1,1,0
2019-08,37.0,0,1,1,0
2019-07,81.0,0,1,1,0
2019-06,61.0,0,1,1,0
2019-05,41.0,0,1,1,0
2019-04,35.0,0,1,1,0
2019-03,44.0,0,1,1,0
2019-02,26.0,0,1,1,0
2019-01,32.0,0,1,1,0
2020-12,33.0,0,1,1,0
2020-11,27.0,0,1,1,0
2020-10,50.0,0,1,1,0
2020-09,49.0,0,1,1,0
2020-08,36.0,0,1,1,0
2020-07,58.0,0,1,1,0
2020-06,49.0,0,1,1,0
2020-05,34.0,0,1,1,0
2020-04,34.0,0,1,1,0
2020-03,33.0,0,1,1,0
2020-02,34.0,0,1,1,0
2020-01,28.0,0,1,1,0
2000-12,950.0,0,1,0,1
2000-11,1017.0,0,1,0,1
2000-10,1078.0,0,1,0,1
2000-09,978.0,0,1,0,1
2000-08,881.0,0,1,0,1
2000-07,1102.0,0,1,0,1
2000-06,842.0,0,1,0,1
2000-05,1086.0,0,1,0,1
2000-04,834.0,0,1,0,1
2000-03,974.0,0,1,0,1
2000-02,890.0,0,1,0,1
2000-01,835.0,0,1,0,1
2001-12,941.0,0,1,0,1
2001-11,1001.0,0,1,0,1
2001-10,1104.0,0,1,0,1
2001-09,953.0,0,1,0,1
2001-08,814.0,0,1,0,1
2001-07,1047.0,0,1,0,1
2001-06,905.0,0,1,0,1
2001-05,1081.0,0,1,0,1
2001-04,897.0,0,1,0,1
2001-03,962.0,0,1,0,1
2001-02,820.0,0,1,0,1
2001-01,871.0,0,1,0,1
2002-12,706.0,0,1,0,1
2002-11,882.0,0,1,0,1
2002-10,1019.0,0,1,0,1
2002-09,1039.0,0,1,0,1
2002-08,785.0,0,1,0,1
2002-07,1026.0,0,1,0,1
2002-06,987.0,0,1,0,1
2002-05,857.0,0,1,0,1
2002-04,784.0,0,1,0,1
2002-03,897.0,0,1,0,1
2002-02,817.0,0,1,0,1
2002-01,852.0,0,1,0,1
2003-12,858.0,0,1,0,1
2003-11,953.0,0,1,0,1
2003-10,960.0,0,1,0,1
2003-09,945.0,0,1,0,1
2003-08,698.0,0,1,0,1
2003-07,562.0,0,1,0,1
2003-06,855.0,0,1,0,1
2003-05,763.0,0,1,0,1
2003-04,844.0,0,1,0,1
2003-03,854.0,0,1,0,1
2003-02,572.0,0,1,0,1
2003-01,747.0,0,1,0,1
2004-12,942.0,0,1,0,1
2004-11,903.0,0,1,0,1
2004-10,1022.0,0,1,0,1
2004-09,957.0,0,1,0,1
2004-08,784.0,0,1,0,1
2004-07,970.0,0,1,0,1
2004-06,859.0,0,1,0,1
2004-05,867.0,0,1,0,1
2004-04,875.0,0,1,0,1
2004-03,817.0,0,1,0,1
2004-02,723.0,0,1,0,1
2004-01,828.0,0,1,0,1
2005-12,817.0,0,1,0,1
2005-11,845.0,0,1,0,1
2005-10,962.0,0,1,0,1
2005-09,1086.0,0,1,0,1
2005-08,811.0,0,1,0,1
2005-07,951.0,0,1,0,1
2005-06,901.0,0,1,0,1
2005-05,902.0,0,1,0,1
2005-04,937.0,0,1,0,1
2005-03,1115.0,0,1,0,1
2005-02,961.0,0,1,0,1
2005-01,749.0,0,1,0,1
2006-12,864.0,0,1,0,1
2006-11,494.0,0,1,0,1
2006-10,599.0,0,1,0,1
2006-09,718.0,0,1,0,1
2006-08,774.0,0,1,0,1
2006-07,845.0,0,1,0,1
2006-06,565.0,0,1,0,1
2006-05,476.0,0,1,0,1
2006-04,750.0,0,1,0,1
2006-03,1138.0,0,1,0,1
2006-02,698.0,0,1,0,1
2006-01,708.0,0,1,0,1
2007-12,690.0,0,1,0,1
2007-11,868.0,0,1,0,1
2007-10,873.0,0,1,0,1
2007-09,797.0,0,1,0,1
2007-08,759.0,0,1,0,1
2007-07,935.0,0,1,0,1
2007-06,804.0,0,1,0,1
2007-05,858.0,0,1,0,1
2007-04,821.0,0,1,0,1
2007-03,411.0,0,1,0,1
2007-02,612.0,0,1,0,1
2007-01,699.0,0,1,0,1
2008-12,657.0,0,1,0,1
2008-11,625.0,0,1,0,1
2008-10,874.0,0,1,0,1
2008-09,747.0,0,1,0,1
2008-08,760.0,0,1,0,1
2008-07,832.0,0,1,0,1
2008-06,859.0,0,1,0,1
2008-05,871.0,0,1,0,1
2008-04,837.0,0,1,0,1
2008-03,763.0,0,1,0,1
2008-02,793.0,0,1,0,1
2008-01,727.0,0,1,0,1
2009-12,747.0,0,1,0,1
2009-11,835.0,0,1,0,1
2009-10,953.0,0,1,0,1
2009-09,846.0,0,1,0,1
2009-08,752.0,0,1,0,1
2009-07,991.0,0,1,0,1
2009-06,678.0,0,1,0,1
2009-05,768.0,0,1,0,1
2009-04,776.0,0,1,0,1
2009-03,607.0,0,1,0,1
2009-02,802.0,0,1,0,1
2009-01,512.0,0,1,0,1
2010-12,861.0,0,1,0,1
2010-11,827.0,0,1,0,1
2010-10,910.0,0,1,0,1
2010-09,955.0,0,1,0,1
2010-08,794.0,0,1,0,1
2010-07,932.0,0,1,0,1
2010-06,814.0,0,1,0,1
2010-05,743.0,0,1,0,1
2010-04,938.0,0,1,0,1
2010-03,829.0,0,1,0,1
2010-02,683.0,0,1,0,1
2010-01,613.0,0,1,0,1
2011-12,832.0,0,1,0,1
2011-11,842.0,0,1,0,1
2011-10,916.0,0,1,0,1
2011-09,906.0,0,1,0,1
2011-08,790.0,0,1,0,1
2011-07,951.0,0,1,0,1
2011-06,783.0,0,1,0,1
2011-05,1034.0,0,1,0,1
2011-04,835.0,0,1,0,1
2011-03,883.0,0,1,0,1
2011-02,760.0,0,1,0,1
2011-01,726.0,0,1,0,1
2012-12,810.0,0,1,0,1
2012-11,984.0,0,1,0,1
2012-10,1090.0,0,1,0,1
2012-09,921.0,0,1,0,1
2012-08,887.0,0,1,0,1
2012-07,1045.0,0,1,0,1
2012-06,1041.0,0,1,0,1
2012-05,1035.0,0,1,0,1
2012-04,919.0,0,1,0,1
2012-03,946.0,0,1,0,1
2012-02,714.0,0,1,0,1
2012-01,713.0,0,1,0,1
2013-12,828.0,0,1,0,1
2013-11,939.0,0,1,0,1
2013-10,1074.0,0,1,0,1
2013-09,1000.0,0,1,0,1
2013-08,791.0,0,1,0,1
2013-07,1138.0,0,1,0,1
2013-06,1055.0,0,1,0,1
2013-05,848.0,0,1,0,1
2013-04,1038.0,0,1,0,1
2013-03,906.0,0,1,0,1
2013-02,773.0,0,1,0,1
2013-01,796.0,0,1,0,1
2014-12,830.0,0,1,0,1
2014-11,943.0,0,1,0,1
2014-10,1042.0,0,1,0,1
2014-09,936.0,0,1,0,1
2014-08,802.0,0,1,0,1
2014-07,1029.0,0,1,0,1
2014-06,880.0,0,1,0,1
2014-05,925.0,0,1,0,1
2014-04,946.0,0,1,0,1
2014-03,993.0,0,1,0,1
2014-02,742.0,0,1,0,1
2014-01,778.0,0,1,0,1
2015-12,950.0,0,1,0,1
2015-11,991.0,0,1,0,1
2015-10,1110.0,0,1,0,1
2015-09,1007.0,0,1,0,1
2015-08,864.0,0,1,0,1
2015-07,1176.0,0,1,0,1
2015-06,952.0,0,1,0,1
2015-05,940.0,0,1,0,1
2015-04,966.0,0,1,0,1
2015-03,908.0,0,1,0,1
2015-02,713.0,0,1,0,1
2015-01,781.0,0,1,0,1
2016-12,870.0,0,1,0,1
2016-11,960.0,0,1,0,1
2016-10,1022.0,0,1,0,1
2016-09,958.0,0,1,0,1
2016-08,958.0,0,1,0,1
2016-07,1095.0,0,1,0,1
2016-06,1018.0,0,1,0,1
2016-05,850.0,0,1,0,1
2016-04,998.0,0,1,0,1
2016-03,898.0,0,1,0,1
2016-02,775.0,0,1,0,1
2016-01,777.0,0,1,0,1
2017-12,873.0,0,1,0,1
2017-11,925.0,0,1,0,1
2017-10,1052.0,0,1,0,1
2017-09,1009.0,0,1,0,1
2017-08,831.0,0,1,0,1
2017-07,1064.0,0,1,0,1
2017-06,948.0,0,1,0,1
2017-05,1070.0,0,1,0,1
2017-04,895.0,0,1,0,1
2017-03,1060.0,0,1,0,1
2017-02,846.0,0,1,0,1
2017-01,690.0,0,1,0,1
2018-12,900.0,0,1,0,1
2018-11,929.0,0,1,0,1
2018-10,1127.0,0,1,0,1
2018-09,1102.0,0,1,0,1
2018-08,813.0,0,1,0,1
2018-07,1151.0,0,1,0,1
2018-06,1034.0,0,1,0,1
2018-05,994.0,0,1,0,1
2018-04,1010.0,0,1,0,1
2018-03,954.0,0,1,0,1
2018-02,774.0,0,1,0,1
2018-01,860.0,0,1,0,1
2019-12,925.0,0,1,0,1
2019-11,967.0,0,1,0,1
2019-10,1088.0,0,1,0,1
2019-09,996.0,0,1,0,1
2019-08,820.0,0,1,0,1
2019-07,1187.0,0,1,0,1
2019-06,994.0,0,1,0,1
2019-05,1014.0,0,1,0,1
2019-04,967.0,0,1,0,1
2019-03,1005.0,0,1,0,1
2019-02,883.0,0,1,0,1
2019-01,927.0,0,1,0,1
2020-12,694.0,0,1,0,1
2020-11,864.0,0,1,0,1
2020-10,997.0,0,1,0,1
2020-09,948.0,0,1,0,1
2020-08,735.0,0,1,0,1
2020-07,1010.0,0,1,0,1
2020-06,905.0,0,1,0,1
2020-05,859.0,0,1,0,1
2020-04,607.0,0,1,0,1
2020-03,744.0,0,1,0,1
2020-02,870.0,0,1,0,1
2020-01,791.0,0,1,0,1
2000-12,31.0,1,0,1,0
2000-11,24.0,1,0,1,0
2000-10,31.0,1,0,1,0
2000-09,45.0,1,0,1,0
2000-08,32.0,1,0,1,0
2000-07,37.0,1,0,1,0
2000-06,32.0,1,0,1,0
2000-05,44.0,1,0,1,0
2000-04,26.0,1,0,1,0
2000-03,18.0,1,0,1,0
2000-02,19.0,1,0,1,0
2000-01,37.0,1,0,1,0
2001-12,23.0,1,0,1,0
2001-11,25.0,1,0,1,0
2001-10,37.0,1,0,1,0
2001-09,48.0,1,0,1,0
2001-08,21.0,1,0,1,0
2001-07,35.0,1,0,1,0
2001-06,46.0,1,0,1,0
2001-05,32.0,1,0,1,0
2001-04,32.0,1,0,1,0
2001-03,36.0,1,0,1,0
2001-02,20.0,1,0,1,0
2001-01,36.0,1,0,1,0
2002-12,27.0,1,0,1,0
2002-11,10.0,1,0,1,0
2002-10,53.0,1,0,1,0
2002-09,51.0,1,0,1,0
2002-08,29.0,1,0,1,0
2002-07,40.0,1,0,1,0
2002-06,42.0,1,0,1,0
2002-05,32.0,1,0,1,0
2002-04,28.0,1,0,1,0
2002-03,21.0,1,0,1,0
2002-02,22.0,1,0,1,0
2002-01,24.0,1,0,1,0
2003-12,27.0,1,0,1,0
2003-11,31.0,1,0,1,0
2003-10,17.0,1,0,1,0
2003-09,26.0,1,0,1,0
2003-08,40.0,1,0,1,0
2003-07,35.0,1,0,1,0
2003-06,41.0,1,0,1,0
2003-05,26.0,1,0,1,0
2003-04,25.0,1,0,1,0
2003-03,17.0,1,0,1,0
2003-02,16.0,1,0,1,0
2003-01,18.0,1,0,1,0
2004-12,12.0,1,0,1,0
2004-11,20.0,1,0,1,0
2004-10,26.0,1,0,1,0
2004-09,41.0,1,0,1,0
2004-08,47.0,1,0,1,0
2004-07,44.0,1,0,1,0
2004-06,25.0,1,0,1,0
2004-05,30.0,1,0,1,0
2004-04,10.0,1,0,1,0
2004-03,18.0,1,0,1,0
2004-02,21.0,1,0,1,0
2004-01,10.0,1,0,1,0
2005-12,12.0,1,0,1,0
2005-11,14.0,1,0,1,0
2005-10,35.0,1,0,1,0
2005-09,50.0,1,0,1,0
2005-08,33.0,1,0,1,0
2005-07,26.0,1,0,1,0
2005-06,31.0,1,0,1,0
2005-05,21.0,1,0,1,0
2005-04,19.0,1,0,1,0
2005-03,13.0,1,0,1,0
2005-02,14.0,1,0,1,0
2005-01,13.0,1,0,1,0
2006-12,21.0,1,0,1,0
2006-11,22.0,1,0,1,0
2006-10,24.0,1,0,1,0
2006-09,35.0,1,0,1,0
2006-08,25.0,1,0,1,0
2006-07,37.0,1,0,1,0
2006-06,22.0,1,0,1,0
2006-05,28.0,1,0,1,0
2006-04,16.0,1,0,1,0
2006-03,14.0,1,0,1,0
2006-02,21.0,1,0,1,0
2006-01,21.0,1,0,1,0
2007-12,20.0,1,0,1,0
2007-11,26.0,1,0,1,0
2007-10,18.0,1,0,1,0
2007-09,24.0,1,0,1,0
2007-08,20.0,1,0,1,0
2007-07,38.0,1,0,1,0
2007-06,27.0,1,0,1,0
2007-05,39.0,1,0,1,0
2007-04,27.0,1,0,1,0
2007-03,14.0,1,0,1,0
2007-02,15.0,1,0,1,0
2007-01,13.0,1,0,1,0
2008-12,20.0,1,0,1,0
2008-11,14.0,1,0,1,0
2008-10,19.0,1,0,1,0
2008-09,28.0,1,0,1,0
2008-08,23.0,1,0,1,0
2008-07,24.0,1,0,1,0
2008-06,32.0,1,0,1,0
2008-05,37.0,1,0,1,0
2008-04,10.0,1,0,1,0
2008-03,9.0,1,0,1,0
2008-02,16.0,1,0,1,0
2008-01,8.0,1,0,1,0
2009-12,14.0,1,0,1,0
2009-11,5.0,1,0,1,0
2009-10,15.0,1,0,1,0
2009-09,18.0,1,0,1,0
2009-08,26.0,1,0,1,0
2009-07,27.0,1,0,1,0
2009-06,19.0,1,0,1,0
2009-05,34.0,1,0,1,0
2009-04,31.0,1,0,1,0
2009-03,5.0,1,0,1,0
2009-02,12.0,1,0,1,0
2009-01,7.0,1,0,1,0
2010-12,12.0,1,0,1,0
2010-11,7.0,1,0,1,0
2010-10,13.0,1,0,1,0
2010-09,26.0,1,0,1,0
2010-08,25.0,1,0,1,0
2010-07,29.0,1,0,1,0
2010-06,20.0,1,0,1,0
2010-05,15.0,1,0,1,0
2010-04,25.0,1,0,1,0
2010-03,12.0,1,0,1,0
2010-02,10.0,1,0,1,0
2010-01,7.0,1,0,1,0
2011-12,6.0,1,0,1,0
2011-11,16.0,1,0,1,0
2011-10,10.0,1,0,1,0
2011-09,22.0,1,0,1,0
2011-08,17.0,1,0,1,0
2011-07,27.0,1,0,1,0
2011-06,21.0,1,0,1,0
2011-05,20.0,1,0,1,0
2011-04,27.0,1,0,1,0
2011-03,9.0,1,0,1,0
2011-02,7.0,1,0,1,0
2011-01,16.0,1,0,1,0
2012-12,11.0,1,0,1,0
2012-11,10.0,1,0,1,0
2012-10,6.0,1,0,1,0
2012-09,24.0,1,0,1,0
2012-08,31.0,1,0,1,0
2012-07,30.0,1,0,1,0
2012-06,35.0,1,0,1,0
2012-05,33.0,1,0,1,0
2012-04,22.0,1,0,1,0
2012-03,5.0,1,0,1,0
2012-02,5.0,1,0,1,0
2012-01,11.0,1,0,1,0
2013-12,10.0,1,0,1,0
2013-11,12.0,1,0,1,0
2013-10,12.0,1,0,1,0
2013-09,17.0,1,0,1,0
2013-08,22.0,1,0,1,0
2013-07,24.0,1,0,1,0
2013-06,20.0,1,0,1,0
2013-05,21.0,1,0,1,0
2013-04,5.0,1,0,1,0
2013-03,8.0,1,0,1,0
2013-02,0.0,1,0,1,0
2013-01,2.0,1,0,1,0
2014-12,3.0,1,0,1,0
2014-11,14.0,1,0,1,0
2014-10,21.0,1,0,1,0
2014-09,18.0,1,0,1,0
2014-08,13.0,1,0,1,0
2014-07,21.0,1,0,1,0
2014-06,16.0,1,0,1,0
2014-05,19.0,1,0,1,0
2014-04,15.0,1,0,1,0
2014-03,16.0,1,0,1,0
2014-02,7.0,1,0,1,0
2014-01,4.0,1,0,1,0
2015-12,6.0,1,0,1,0
2015-11,11.0,1,0,1,0
2015-10,12.0,1,0,1,0
2015-09,25.0,1,0,1,0
2015-08,29.0,1,0,1,0
2015-07,37.0,1,0,1,0
2015-06,19.0,1,0,1,0
2015-05,30.0,1,0,1,0
2015-04,23.0,1,0,1,0
2015-03,9.0,1,0,1,0
2015-02,3.0,1,0,1,0
2015-01,21.0,1,0,1,0
2016-12,10.0,1,0,1,0
2016-11,7.0,1,0,1,0
2016-10,11.0,1,0,1,0
2016-09,22.0,1,0,1,0
2016-08,12.0,1,0,1,0
2016-07,23.0,1,0,1,0
2016-06,19.0,1,0,1,0
2016-05,17.0,1,0,1,0
2016-04,8.0,1,0,1,0
2016-03,6.0,1,0,1,0
2016-02,3.0,1,0,1,0
2016-01,6.0,1,0,1,0
2017-12,17.0,1,0,1,0
2017-11,13.0,1,0,1,0
2017-10,16.0,1,0,1,0
2017-09,22.0,1,0,1,0
2017-08,14.0,1,0,1,0
2017-07,18.0,1,0,1,0
2017-06,27.0,1,0,1,0
2017-05,16.0,1,0,1,0
2017-04,10.0,1,0,1,0
2017-03,15.0,1,0,1,0
2017-02,4.0,1,0,1,0
2017-01,4.0,1,0,1,0
2018-12,6.0,1,0,1,0
2018-11,13.0,1,0,1,0
2018-10,16.0,1,0,1,0
2018-09,22.0,1,0,1,0
2018-08,18.0,1,0,1,0
2018-07,29.0,1,0,1,0
2018-06,14.0,1,0,1,0
2018-05,23.0,1,0,1,0
2018-04,8.0,1,0,1,0
2018-03,12.0,1,0,1,0
2018-02,13.0,1,0,1,0
2018-01,8.0,1,0,1,0
2019-12,12.0,1,0,1,0
2019-11,19.0,1,0,1,0
2019-10,20.0,1,0,1,0
2019-09,20.0,1,0,1,0
2019-08,23.0,1,0,1,0
2019-07,34.0,1,0,1,0
2019-06,24.0,1,0,1,0
2019-05,21.0,1,0,1,0
2019-04,18.0,1,0,1,0
2019-03,22.0,1,0,1,0
2019-02,7.0,1,0,1,0
2019-01,7.0,1,0,1,0
2020-12,9.0,1,0,1,0
2020-11,11.0,1,0,1,0
2020-10,20.0,1,0,1,0
2020-09,24.0,1,0,1,0
2020-08,29.0,1,0,1,0
2020-07,43.0,1,0,1,0
2020-06,30.0,1,0,1,0
2020-05,26.0,1,0,1,0
2020-04,15.0,1,0,1,0
2020-03,13.0,1,0,1,0
2020-02,19.0,1,0,1,0
2020-01,11.0,1,0,1,0
2000-12,85.0,1,0,0,1
2000-11,71.0,1,0,0,1
2000-10,83.0,1,0,0,1
2000-09,84.0,1,0,0,1
2000-08,77.0,1,0,0,1
2000-07,99.0,1,0,0,1
2000-06,57.0,1,0,0,1
2000-05,96.0,1,0,0,1
2000-04,78.0,1,0,0,1
2000-03,73.0,1,0,0,1
2000-02,53.0,1,0,0,1
2000-01,78.0,1,0,0,1
2001-12,66.0,1,0,0,1
2001-11,68.0,1,0,0,1
2001-10,77.0,1,0,0,1
2001-09,107.0,1,0,0,1
2001-08,60.0,1,0,0,1
2001-07,71.0,1,0,0,1
2001-06,68.0,1,0,0,1
2001-05,85.0,1,0,0,1
2001-04,68.0,1,0,0,1
2001-03,63.0,1,0,0,1
2001-02,49.0,1,0,0,1
2001-01,66.0,1,0,0,1
2002-12,63.0,1,0,0,1
2002-11,44.0,1,0,0,1
2002-10,83.0,1,0,0,1
2002-09,107.0,1,0,0,1
2002-08,71.0,1,0,0,1
2002-07,84.0,1,0,0,1
2002-06,74.0,1,0,0,1
2002-05,58.0,1,0,0,1
2002-04,65.0,1,0,0,1
2002-03,61.0,1,0,0,1
2002-02,49.0,1,0,0,1
2002-01,44.0,1,0,0,1
2003-12,58.0,1,0,0,1
2003-11,44.0,1,0,0,1
2003-10,74.0,1,0,0,1
2003-09,63.0,1,0,0,1
2003-08,66.0,1,0,0,1
2003-07,76.0,1,0,0,1
2003-06,82.0,1,0,0,1
2003-05,65.0,1,0,0,1
2003-04,50.0,1,0,0,1
2003-03,53.0,1,0,0,1
2003-02,44.0,1,0,0,1
2003-01,55.0,1,0,0,1
2004-12,52.0,1,0,0,1
2004-11,51.0,1,0,0,1
2004-10,68.0,1,0,0,1
2004-09,79.0,1,0,0,1
2004-08,58.0,1,0,0,1
2004-07,67.0,1,0,0,1
2004-06,58.0,1,0,0,1
2004-05,55.0,1,0,0,1
2004-04,37.0,1,0,0,1
2004-03,44.0,1,0,0,1
2004-02,48.0,1,0,0,1
2004-01,42.0,1,0,0,1
2005-12,41.0,1,0,0,1
2005-11,42.0,1,0,0,1
2005-10,57.0,1,0,0,1
2005-09,76.0,1,0,0,1
2005-08,48.0,1,0,0,1
2005-07,63.0,1,0,0,1
2005-06,57.0,1,0,0,1
2005-05,48.0,1,0,0,1
2005-04,40.0,1,0,0,1
2005-03,40.0,1,0,0,1
2005-02,40.0,1,0,0,1
2005-01,48.0,1,0,0,1
2006-12,52.0,1,0,0,1
2006-11,48.0,1,0,0,1
2006-10,45.0,1,0,0,1
2006-09,64.0,1,0,0,1
2006-08,48.0,1,0,0,1
2006-07,64.0,1,0,0,1
2006-06,51.0,1,0,0,1
2006-05,53.0,1,0,0,1
2006-04,40.0,1,0,0,1
2006-03,40.0,1,0,0,1
2006-02,50.0,1,0,0,1
2006-01,44.0,1,0,0,1
2007-12,37.0,1,0,0,1
2007-11,36.0,1,0,0,1
2007-10,55.0,1,0,0,1
2007-09,54.0,1,0,0,1
2007-08,44.0,1,0,0,1
2007-07,65.0,1,0,0,1
2007-06,51.0,1,0,0,1
2007-05,63.0,1,0,0,1
2007-04,49.0,1,0,0,1
2007-03,38.0,1,0,0,1
2007-02,32.0,1,0,0,1
2007-01,36.0,1,0,0,1
2008-12,35.0,1,0,0,1
2008-11,27.0,1,0,0,1
2008-10,45.0,1,0,0,1
2008-09,49.0,1,0,0,1
2008-08,44.0,1,0,0,1
2008-07,52.0,1,0,0,1
2008-06,56.0,1,0,0,1
2008-05,57.0,1,0,0,1
2008-04,25.0,1,0,0,1
2008-03,30.0,1,0,0,1
2008-02,30.0,1,0,0,1
